den-70er-jahren-gingen-die-jungen-architekten-wieder-hinaus-um-gegen-den-status-quo-zu-kampfen|Rabe, Henrike (2014):In den 70er Jahren gingen die jungen Architekten wieder hinaus, um gegen den Status quo zu kämpfen.In: Bauwelt, Nr. 21.2014, S. 34–35.
medial-prefrontal-cortex-predicts-internally-driven-strategy-shifts|Schuck, Nicolas W./Gaschler, Robert/Wenke, Dorit/Heinzle, Jakob/Frensch, Peter A./Haynes, John-Dylan/Reverberi, Carlo. (2015): Medial Prefrontal Cortex Predicts Internally Driven Strategy Shifts. In: Neuron, vol. 86, no.1, pp. 1–10. doi: 10.1016/j.neuron.2015.03.015.
water-mediated-collagen-and-mineral-nanoparticle-interactions-guide-functional-deformation-human-tooth-dentin|Forien, Jean-Baptiste /Zizak, Ivo/Fleck, Claudia/Petersen, Ansgar/Fratzl, Peter/Zolotoyabko, Emil /Zaslansky, Paul (2016):Water-Mediated Collagen and Mineral Nanoparticle Interactions Guide Functional Deformation of Human Tooth DentinIn: Chem. Mater., vol. 28, no. 10, pp. 3416–3427.
intrinsic-surface-dipoles-control-energy-levels-conjugated-polymers|Heimel, Georg/Salzmann, Ingo/Duhm, Steffen/Rabe, Jürgen P./Koch, Norbert (2009): Intrinsic surface dipoles control the energy levels of conjugated polymers.In: Advanced Functional Material, vol. 19, no. 24, pp. 3874–3879. doi: 10.1002/adfm.200901025.
motor-system-necessary-processing-action-and-abstract-emotion-words-evidence-focal-brain-lesions|Dreyer, Felix R./Frey, Dietmar/Arana, Sophie/von Saldern, Sarah/Picht, Thomas/Vajkoczy, Peter/Pulvermüller, Friedemann (2015): Is the Motor System Necessary for Processing Action and Abstract Emotion Words? Evidence from Focal Brain Lesions. In: Frontiers in Psychology, vol. 6, no. 130. 
limmagine-e-la-lama-una-storia-della-visione-tomologica|Bruhn, Matthias (2015): »L'immagine e la lama. Per una storia della visione tomologica«.In: Ghiara, Maria Rosaria (Hg.): Filisofia e saperi, Bd. 7: La meraviglia e la passione. Un Secolo di scienza della natura nel mezzogiorno. Rom: CNR, S. 15–34.
bildwelten-des-wissens-kunsthistorisches-jahrbuch-fur-bildkritik-bd-71-bildendes-sehen|Heck, Karsten  (Hg.) (2009):Bildwelten des Wissens. Kunsthistorisches Jahrbuch für Bildkritik, Bd. 7,1: Bildendes Sehen.Berlin: De Gruyter.
proceedings-5th-open-knowledge-conference|Auer, Sören/Gray, Jonathan/Müller-Birn, Claudia/Pollock, Rufus/Wingate-Gray, Sara (Eds.) (2010): Proceedings of the 5th Open Knowledge Conference. CEUR Workshop Processing, vol. 575.
1973-financialization-and-conditions-postmodernity|Vogl, Joseph (2014): 1973: Financialization and the Conditions of Postmodernity. In: Eutopia. Revista de Literatura et Linguística, Jg. 1, Nr. 13. Online: http://www.repositorios.ufpe.br/revistas/index.php/EUTOMIA/article/view/592/441 (zuletzt aufgerufen: 15. November 2014). 
tissue-growth-controlled-geometric-boundary-conditions-simple-model-recapitulating-aspects-callus-formation-and-bone-healing|Fischer, Franz D./Zickler, Gerald/Dunlop, John W. C./Fratzl, Peter (2015):Tissue Growth Controlled by Geometric Boundary Conditions: A Simple Model Recapitulating Aspects of Callus Formation and Bone Healing. In: Journal of the Royal Society Interface, 12, 107. [20150108]. DOI: 10.1098/rsif.2015.0108.
archiving-networked-world-authenticity-and-integrity|Seadle, Michael (2012): Archiving in the networked world: authenticity and integrity.In: Library Hi Tech, vol. 30, iss. 3, pp. 545–552.
kultur-und-informatik-aus-der-vergangenheit-die-zukunft|Sieck, Jürgen/Franken-Wendelstof, Regina (2012):Kultur und Informatik: Aus der Vergangenheit in die Zukunft. Boizenburg: Hülsbusch Verlag. 
hamburg-london-edgar-wind-images-and-ideas|Schneider, Pablo (2015): From Hamburg to London. Edgar Wind: Images and Ideas.In: Fleckner, Uwe/Mack, Peter (Eds.): The Afterlife of the Kulturwissenschaftliche Bibliothek Warburg. The Emigration and the Early Years of the Warburg Institute in London. Berlin/Boston: De Gruyter, pp. 117–130, 228–232.
selbstschreiber-und-elektrische-gespenster-ubertragungen-zwischen-physik-und-okkultismus_2|Kassung, Christian (2014):Selbstschreiber und elektrische Gespenster. Übertragungen zwischen Physik und Okkultismus.In: Sziede, Maren/Zander, Helmut (Hg.): Von der Dämonologie zum Unbewussten. Die Transformation der Anthropologie um 1800. München: De Gruyter/Oldenbourg, S. 1–20. 
university-museums-and-collections-journal-no-6|Weber, Cornelia/Nyst, Nathaly/Stanbury, Peter (eds.) (2013):University Museums and Collections Journal, no. 6.Online: http://edoc.hu-berlin.de/umacj (last access: 18 July 2016).
ringen-um-die-kunst-schaffensdrang-und-selbstzweifel-jugendbriefen-deutscher-kunstler|Kinzel, Julia (2008):Ringen um die Kunst. Schaffensdrang und Selbstzweifel in Jugendbriefen deutscher Künstler.In: Maaz, Bernhard (Hg.): Im Tempel der Kunst. Die Künstlermythen der Deutschen. München: Deutscher Kunstverlag, S.146–148.
sortierungsprobleme-vergleichendes-sehen-kunst-und-bildwissenschaft-seit-heinrich-wolfflin|Bruhn, Matthias (2015): Sortierungsprobleme. Vergleichendes Sehen in Kunst- und Bildwissenschaft seit Heinrich Wölfflin. In: Burioni, Matteo/Dogramaci, Burcu/Pfisterer, Ulrich (Hg.): Kunstgeschichten 1915. Hundert Jahre Heinrich Wölfflin: Kunstgeschichtliche Grundbegriffe. Passau: Dietmar Klinger, S. 410–415.
integration-navigated-brain-stimulation-data-radiosurgical-planning-potential-benefits-and-dangers|Picht, Thomas/Schilt, Sarah/Frey, Dietmar/Vajkoczy, Peter/Kufeld, Markus (2014): Integration of navigated brain stimulation data into radiosurgical planning: potential benefits and dangers.  In: Acta Neurochir (Wien), Jg. 156, Nr. 6, S. 125–133. doi: 10.1007/s00701-014-2079-8.
automated-killing-and-mediated-caring-how-image-guided-robotic-intervention-redefines-radiosurgical-practice|Friedrich, Kathrin/Queisner, Moritz (2014):Automated killing and mediated caring: How image-guided robotic intervention redefines radiosurgical practice. In: Proceedings MEMCA-14: Machine Ethics in the Context of Medical and Care Agents, AISB50 Convention. 
du-rangement-de-la-connaissance|te Heesen, Anke (2014):Du rangement de la connaissance. In: Beyer, Andreas/Mengoni, Angela/Schöning, Antonia von (Hg.): Interpositions. Montage d’images et production de sens (Passages/Passagen). Paris: Fondation Maison des sciences de l’homme, S. 55–86.
thomas-struth-im-gesprach-uber-real-gewordene-fantasiewelten|Planitzer, Matthias (2014):Thomas Struth im Gespräch über real gewordene Fantasiewelten. In: Castor & Pollux, 11. April. Online unter: http://www.castor-und-pollux.de/2014/04/thomas-struth-im-gespraech-ueber-real-gewordene-fantasiewelten/ (letzter Zugriff: 12. Juli 2016).
forschungspraxis-den-geisteswissenschaften-oder-wie-digital-sind-die-geisteswissenschaften|Müller-Birn, Claudia u.a. (2016): Forschungspraxis in den Geisteswissenschaften oder wie digital sind die Geisteswissenschaften? In: Baillot, A./Schnöpf, M. (Hg.): #bbdh – Berliner Beiträge zu den Digital Humanities.
die-deutschen-sind-im-treppenhaus-der-fries-otto-geyers-der-nationalgalerie-berlin|Moritz Wullen (2002): Die Deutschen sind im Treppenhaus. Der Fries Otto Geyers in der Nationalgalerie Berlin. Köln:  DuMont.
von-wasser-und-wolken-zum-verhaltnis-von-technik-und-asthetik-anlasslich-des-blur-expopavillons-von-diller-scofidio-schweiz-2002_2|Bock, Wolfgang/Schramke, Sandra (2014): Von Wasser und Wolken. Zum Verhältnis von Technik und Ästhetik anlässlich des Blur-Expopavillons von Diller & Scofidio, Schweiz, 2002. In: Wolkenkuckucksheim, Internationale Zeitschrift zur Theorie der Architektur, Jg. 19, Nr. 33, S. 305–317.
archives-knowledge-and-first-world-war-between-science-10-and-science-20|Göbel, Barbara (2014):  Archives of knowledge and the First World War: Between Science 1.0 and Science 2.0. In: Bley, Helmut/Kremers, Anorthe  (Hg.): The World during the First World War. Essen: Klartext-Verlag,  S. 365–368. 
aberrant-back-muscle-function-correlates-intramuscular-architecture-dorsovertebral-muscles-two-toed-sloths|Nyakatura, John A./Stark, Heiko (2015):Aberrant Back Muscle Function Correlates with Intramuscular Architecture of Dorsovertebral Muscles in Two-Toed Sloths. In: Mammalian Biology, vol. 80, no. 2, pp. 114–121.
myth-and-reality-white-cube|Klonk, Charlotte (2015):Myth and Reality of the White Cube.In: Murawska-Muthesius, Katarzyna/Piotrowski, Piotr (eds.): From Museum Critique to the Critical Museum. Farnham: Ashgate, pp. 67–79.
die-gerechtigkeit-ottos-iii-von-dieric-bouts-bildanalyse-und-rechtsdiskurs|Blümle, Claudia (2015): Die Gerechtigkeit Ottos III von Dieric Bouts. Bildanalyse und Rechtsdiskurs. In: Marek, Kristin/Schulz, Martin (Hg.): Kanon Kunstgeschichte 2. Einführung in Werke, Methoden und Epochen. München: Neuzeit, S. 109–124.
naturwissenschaften|Hennig, Jochen (2014): Naturwissenschaften. In: Günzel, Stephan/Mersch, Dieter (Hg.): Bild. Ein interdisziplinäres Handbuch. Stuttgart/Weimar: J.B. Metzler, S. 421–427. 
biological-archetypes-self-healing-materials|Harrington, Matt J./Speck, Olga/Speck, Thomas/Wagner, Sarah/Weinkamer, Richard (2015): Biological Archetypes for Self-Healing Materials. In: Advances in Polymer Science, vol. 273, pp. 307–344. doi: 10.1007/12_2015_334.
dos-mundos-en-colision-la-conquista-de-brasil-en-el-teatro-de-cesar-vieira-antonio-bivar-y-celso-luiz-paulini|Müller, Christoph (2014): Dos mundos en colisión: la conquista de Brasil en el teatro de César Vieira, Antonio Bivar y Celso Luiz Paulini. In: Dolle, Verena (Hg.): La representación de la Conquista en el teatro latinoamericano de los siglos XX y XXI. Hildesheim/Zürich/New York: Olms, S. 169–186.
versuch-einer-analytischen-morphologie|Scholtz, Gerhard (2013): Versuch einer analytischen Morphologie. In: Bruhn, Matthias/Ders.(Hg.) (2013): Morphologien. Bildwelten des Wissens. In: Kunsthistorisches Jahrbuch für Bildkritik, Vol. 9.2. Berlin: Akademie-Verlag, S. 30–44.
wenn-klimaforscher-das-moorarchiv-entdecken-wissenschaftliche-sammlungen-universitaten-im-wandel|Hennig, Jochen (2014): Wenn Klimaforscher das »Moorarchiv« entdecken. Wissenschaftliche Sammlungen an Universitäten im Wandel.   In: Forschung Frankfurt. Das Wissenschaftsmagazin der Goethe-Universität,  Nr. 1/2014, S. 81–83.
gegenstucke-populares-wissen-im-transatlantischen-vergleich-19481984|Heumann, Ina (2014): Gegenstücke. Populäres Wissen im transatlantischen Vergleich, 1948–1984.Wien: Böhlau Verlag.
kopier-und-scan-dienstleistungen-elektronischer-semesterapparat|Müller, Christoph (2014): Kopier- und Scan-Dienstleistungen, elektronischer Semesterapparat. In: Griebel, Rolf/Schäffler, Hildegard/Söllner, Konstanze (Hg.): Praxishandbuch Bibliotheksmanagement. Berlin: De Gruyter, S. 461–468. 
das-gesamtgebiet-der-normalen-und-pathologischen-rontgenanatomie-ausstellen-sammlungswissen-und-radiologische-arbeitspraxis-im-museum-des-hamburger-rontgenhauses-19141915|Vogel, Christian (2014): Das »Gesamtgebiet der normalen und pathologischen Röntgenanatomie« ausstellen. Sammlungswissen und radiologische Arbeitspraxis im »Museum« des Hamburger Röntgenhauses 1914/1915. In: Heesen, Anke te/Vöhringer, Margarete (Hg.): Wissenschaft im Museum – Ausstellung im Labor. Berlin: Kadmos Verlag, S. 37–63. 
das-akustische-gedachtnis-lateinamerikas-die-phonothek-des-ibero-amerikanischen-instituts-und-die-sammlung-egon-ludwig|Wolff, Gregor (2014): Das akustische Gedächtnis Lateinamerikas. Die Phonothek des Ibero-Amerikanischen Instituts und die Sammlung Egon Ludwig.In: Forum Musikbibliothek: Beiträge und Informationen aus der musikalischen Praxis, Jg. 35, Nr. 1, S. 17–22.
linked-open-data-wie-das-web-zur-semantik-kam|Stein, Christian (2014):Linked Open Data – Wie das Web zur Semantik kam.In: Bibliothek, Forschung und Praxis, Bd. 38, H. 3. Berlin: De Gruyter, S. 1–9.
bilden-und-gestalten-bauhaus-lectures-dessau-2012|Krausse, Joachim/Oswalt, Philipp/Pinkau, Stephan (Hg.) (2015): Bilden und Gestalten. Bauhaus Lectures Dessau 2012.Dessau: ohne Verlag. 
universitaten-und-ausstellungen|te Heesen, Anke (2014): Universitäten und Ausstellungen?  In: Trümpler, Charlotte u.a. (Hg.): Ich sehe wunderbare Dinge. 100 Jahre Sammlungen der Goethe-Universität. Ostfildern: Hatje Cantz Verlag, S. 54–61. 
planning-new-laboratory-integrative-research-institute-sciences-berlin-adlershof|Rabe, Jürgen P. (2016):Planning a New Laboratory: The Integrative Research Institute for the Sciences in Berlin-Adlershof.Interview. In: Klonk, Charlotte (ed.): New Laboratories. Historical and Critical Perspectives on Contemporary Developments. With texts by Ronald Göbel, Sabine Hansmann, Charlotte Klonk, Christina Landbrecht, Henrike Rabe, and Verena Straub. Berlin/Boston: De Gruyter, pp. 165–180.
energie-zyklisch-denken|Hartmann, Gunnnar/Kießling, Andreas (2014):Energie zyklisch denken.Berlin: Amazon.
boris-dornbusch-werkkatalog|Meinicke, Yasmin/Stegmayer, Benedikt (Hg.) (2014):Boris Dornbusch (Werkkatalog).Mannheim: Stadtgalerie Mannheim.
die-alte-und-die-neue-welt-transatlantische-gesprache|Scherer, Bernd M./Arnold, Sven (Hg.) (2008):Die Alte und die Neue Welt. Transatlantische Gespräche.Göttingen: Wallstein-Verlag.
influenza-matrix-protein-m1-multimerizes-upon-binding-lipid-membranes|Rabe, Jürgen P. et al. (2014): Influenza A Matrix Protein M1 Multimerizes upon Binding to Lipid Membranes. In: Biophys. J., no. 107, pp. 912–923. doi: 10.1016/j.bpj.2014.06.042.
horkulturen-der-gegenwart-eine-anthropologie-acht-horweisen|Schulze, Holger (2015): Hörkulturen der Gegenwart. Eine Anthropologie in acht Hörweisen.In: Positionen _ Texte zur aktuellen Musik, Jg. 28, Nr. 105, S. 15–18.
das-bauhausparadoxon|Meer, Julia/Oswalt, Philipp (2015):  Das Bauhausparadoxon.In: Kries, Mateo/Kugler, Jolanthe (Hg.): das bauhaus#allesistdesign, Weil am Rhein: Vitra Design Museum, S. 368–375. 
zur-entstehung-des-krankenhausbettes|Keil, Maria (2014): Zur Entstehung des Krankenhausbettes. In: Zoom, Nr. 3, S. 46–47.
modular-thiol-ene-chemistry-approach-towards-mesoporous-silica-monoliths-organically-modified-pore-walls|Göbel, Ronald/Hesemann, Peter/Friedrich, Alwin/Rothe, Regina/Schlaad, Helmut/Taubert, Andreas (2014): Modular Thiol-Ene Chemistry Approach Towards Mesoporous Silica Monoliths With Organically Modified Pore Walls. In: Chemistry – A European Journal, vol. 20, no. 52, pp. 17579–17589. doi: 10.1002/chem.201403982.
das-gestuhl|Seliger, Anja (2014):Das Gestühl.In: Stadt Perleberg (Hg.): Auf den Spuren des mittelalterlichen Perleberg. Bearb. v. Peter Knüvener. Berlin: Bäßler Verlag, S. 144–146.
measuring-distribution-cellulose-microfibril-angles-primary-cell-walls-small-angle-x-ray-scattering|Saxe, Friederike/Eder, Michaela/Benecke, Gunthard/Aichmayer, Barbara/Fratzl, Peter/Burgert, Ingo/Rüggeberg, Markus (2014): Measuring the distribution of cellulose microfibril angles in primary cell walls by small angle X-ray scattering.In: Plant methods, Jg. 10, Nr. 1, S. 25. doi: 10.1186/1746-4811-10-25.
early-development-onychopod-cladoceran-bythotrephes-longimanus-crustacea-branchiopoda|Alwes, Frederike/Scholtz, Gerhard (2014): The early development of the onychopod cladoceran »Bythotrephes longimanus« (Crustacea, Branchiopoda). In: Frontiers in Zoology, Nr. 11, S. 10. doi: 10.1186/1742-9994-11-10.
early-embryonic-development-freshwater-shrimp-caridina-multidentata-crustacea-decapoda-atyidae|Klann, Marleen/Scholtz, Gerhard (2014): Early embryonic development of the freshwater shrimp »Caridina multidentata« (Crustacea, Decapoda, Atyidae).  In: Zoomorphology, vol. 133, no. 3, S. 295–306. doi: 10._1007/_s00435-014-0224-9.
turme-uber-die-konstruktion-von-vertrauen-architektur|Schramke, Sandra (2011): Türme. Über die Konstruktion von Vertrauen in Architektur. In: Bohn, Ralf/Wilharm, Heiner (Hg.): Inszenierung und Vertrauen. Grenzgänge der Szenografie. Bielefeld: transcript.
work-rule-emergence-algorithmic-governance-wikipedia|Müller-Birn, Claudia/Dobusch, Leonard/Herbsleb, James D. (2013):Work-to-rule: the emergence of algorithmic governance in Wikipedia.In: Proceedings of the 6th International Conference on Communities and Technologies (C&T '13). ACM, New York, pp. 80–89. doi: 10.1145/2482991.2482999.
was-bleibt-und-was-nicht-bleibt-eine-sehr-kurze-geschichte-der-energie|Kassung, Christian (2013):Was bleibt und was nicht bleibt. Eine sehr kurze Geschichte der Energie.In: Gronau, Barbara (Hg.): Szenarien der Energie. Zur Ästhetik und Wissenschaft des Immateriellen. Bielefeld: transcript. S. 15–23.
der-qualitatspakt-e-learning-im-hochschulpakt-2020-tagungsband-gml2-2014-center-fur-digitale-systeme|Coy, Wolfgang u.a. (Hg.) (2014):Der Qualitätspakt E-Learning im Hochschulpakt 2020. Tagungsband GML2 2014, Center für Digitale Systeme. Münster: Waxmann.
new-directions-cognitive-training-methods-transfer-and-application|Schubert, Torsten/Strobach, Tilo/Karbach, Julia (2014):  New directions in cognitive training: on methods, transfer, and application. In: Psychological Research, Jg. 78, Nr. 6, S. 749–755.
hubert-fichtes-medien-einleitung| Krauthausen, Kartin/Kammer, Stephan (2014): Hubert Fichtes Medien (Einleitung). In: dies. (Hg.): Hubert Fichtes Medien. Zürich u.a.: diaphanes, S. 7–19.
kultur-und-informatik-multimediale-systeme_2|Sieck, Jürgen (Hg.) (2011): Kultur und Informatik: Multimediale Systeme.Boizenburg: Hülsbusch Verlag. 
kraft-der-dinge-phanomenologische-skizzen|Därmann, Iris (Hg.) (2014): Kraft der Dinge. Phänomenologische Skizzen.Übergänge. Texte und Studien zu Handlung, Sprache und Lebenswelt, Bd. 64.  Unter Mitwirkung von Rebekka Ladewig. München: Fink.
im-umkreisen-begriffen-uber-die-produktivitat-kommunikativer-ambiguitat|Stein, Christian (2015): Im Umkreisen begriffen. Über die Produktivität kommunikativer Ambiguität. In: Horst Bredekamp/Wolfgang Schäffner (Hg.): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor Bild Wissen Gestaltung. Berlin: transcript, S.70–84.
pressurized-honeycombs-soft-actuators-theoretical-study|Guiducci, Lorenzo/Fratzl, Peter/Bréchet, Yves J. M./Dunlop, John W. C.: Pressurized honeycombs as soft-actuators: a theoretical study. In: Journal of The Royal Society Interface, 11, 98, 20140458, 2014. DOI: 10.1098/rsif.2014.0458
redesign|Hartmann, Gunnar (2015):Redesign.Dessau: Dessau Institute of Architecture.
linie-als-differenzbildung-zweites-statement-aus-annaherungen-ernst-hermanns-drei-statements-und-ein-gesprach-mit-referenten-und-publikum|Blümle, Claudia (2015):Linie als Differenzbildung. Zweites Statement aus: »Annäherungen an Ernst Hermanns. Drei Statements und ein Gespräch mit Referenten und Publikum«. In: Ullrich, Ferdinand u.a. (Hg.): »Allez les boules«. Hommage zum 100. Geburtstag von Ernst Hermanns, Ausst.-Kat. Kloster Bentlage. Rheine u.a., S. 28–31.
vanessa-may-skulptur-installation-symbol|Meinicke, Yasmin( 2014):Vanessa May – Skulptur, Installation, Symbol. In: Stadtgalerie Mannheim (Hg.): Vanessa May (Werkkatalog). 
feindbilder-ideologien-und-visuelle-strategien-der-kulturen|Scherer, Bernd M./Haustein, Lydia/Hager, Martin (Hg.) (2007):Feindbilder. Ideologien und visuelle Strategien der Kulturen.Göttingen: Wallstein-Verlag.
principles-regularities-tracing-laws-nature-early-modern-france-and-england|Steinle, Friedrich (2008): From Principles to Regularities: Tracing »Laws of Nature« in Early Modern France and England.In: Daston, Lorraine/Stolleis, Michael (eds.): Natural Law and Laws of Nature in Early Modern Europe. Jurisprudence, Theology, Moral and Natural Philosophy. Aldershot: Ashgate, pp. 215–231.
haare-horen-strukturen-wissen-raume-agieren-berichte-aus-dem-interdisziplinaren-labor-bild-wissen-gestaltung|Bredekamp, Horst/Schäffner, Wolfgang (Hg.) (2015):Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor »Bild Wissen Gestaltung«.Bielefeld: transcript.
between-crowd-and-community-organizing-online-collaboration-open-innovation-and-beyond|Dobusch, Leonhard/Gegenhuber, Thomas/Bauer, Robert M./Müller-Birn, Claudia (2013): Between Crowd and Community: Organizing Online Collaboration in Open Innovation and Beyond. In: Annual Meeting of the Academy of Management, vol. 2013, no. 1, p. 15842. 
techno-ethology-or-how-inter-face-digital-milieu-philosophy-after-nature|Martin, Katharina D. (?):»Techno-Ethology, Or: How to (Inter-) Face the Digital Milieu«. in Philosophy After Nature.Ed. by Rosi Braidotti and Rick Dophijn.
hubert-fichtes-medien_2|Krauthausen, Karin/Kammer, Stephan (Hg.) (2014): Hubert Fichtes Medien.Zürich u.a.: diaphanes.
hygroscopic-coiling-movement-single-layer-created-tilted-cellulose-arrangement-storks-bill-awns|Abraham, Y., Tamburu, C., Klein, E., Dunlop, J. W. C., Fratzl, P., Raviv, U., Elbaum, R. (2012): Hygroscopic coiling movement from a single layer is created by a tilted cellulose arrangement in stork’s bill awns. In: J. R. Soc. Interface, 2012, 9, 640-647. DOI: 10.1098/rsif.2011.0395
healthcare-challenges-times-polycentric-urbanization|Hartmann, Gunnar (2015):Healthcare Challenges in Times of Polycentric Urbanization.Dessau: Dessau Institute of Architecture.
capitalist-unconscious|Tomši_, Samo (2015):The Capitalist Unconscious.London/New York: Verso.
scientific-change-and-empirical-concepts|Steinl, Friedrich (2009):Scientific Change and Empirical Concepts.In: Centaurus, vol. 51, no. 3, pp. 305–313. doi: 10.1111/j.1600-0498.2009.00156.x.
1989-globale-geschichten|Scherer, Bernd M./Stemmler, Susanne/Smith, Valerie (Hg.) (2009):1989 / Globale Geschichten. Göttingen: Wallstein-Verlag.
transferring-control-demands-across-incidental-learning-tasks-stronger-sequence-usage-serial-reaction-task-after-shortcut-option-letter-string-checking|Gaschler, Robert/Marewski, Julian N./Wenke, Dorit/Frensch, Peter A. (2014): Transferring control demands across incidental learning tasks – Stronger sequence usage in serial reaction task after shortcut option in letter string checking.In: Frontiers in Psychology, vol. 5, art. 1388. doi: 10.3389/fpsyg.2014.01388.
einsteins-clocks-poincares-maps-empires-time|Galison, Peter (2003):Einstein's Clocks, Poincaré's Maps. Empires of Time. New York: W.W. Norton._
special-issue-3rd-international-congress-invertebrate-morphology-icim3|Scholtz, Gerhard (ed.) (2015):Special Issue on the 3rd International Congress on Invertebrate Morphology (ICIM3).In: Zoologischer Anzeiger, no. 256, pp. 1–104.
verpasste-chance|Hermannstädter, Anita (2015): Verpasste Chance. In: dies./Heumann, Ina/Pannhorst, Kerstin (Hg.): Wissensdinge. Geschichten aus dem Naturkundemuseum. Berlin: Nicolai Verlag, S. 88–89.
editorial-special-issue-3rd-international-congress-invertebrate-morphology-icim3|Scholtz, Gerhard (2015): Editorial of the Special Issue on the 3rd International Congress on Invertebrate Morphology (ICIM3). In: Zoologischer Anzeiger, no. 256, p. 1.
forscher-und-unternehmer-mit-kamera-geschichten-von-bildern-und-fotografien-aus-der-fotothek-des-ibero-amerikanischen-instituts|Wolff, Gregor (Hg.) (2014):Forscher und Unternehmer mit Kamera. Geschichten von Bildern und Fotografien aus der Fotothek des Ibero-Amerikanischen Instituts.  Berlin: Ibero-Amerikanisches Institut. Online unter: http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf (zuletzt aufgerufen: 4. März 2015)
jean-laurent-der-fotograf-ihrer-majestat-der-konigin-fotografo-de-sm-la-reina|Wolff, Gregor (2014): Jean Laurent – Der Fotograf ihrer Majestät der Königin (Fotógrafo de S.M. la Reina). In: Ders. (Hg.): Forscher und Unternehmer mit Kamera. Geschichten von Bildern und Fotografen aus der Fotothek des Ibero-Amerikanischen Instituts. Berlin: Ibero-Amerikanisches Institut, S. 8–16. Online unter: http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf (zuletzt aufgerufen: 4. März 2015)
1894-erfinden-als-lebensform-bei-paul-valery_2|Krauthausen, Karin (2014): 1894 – Erfinden als Lebensform bei Paul Valéry.In: Sandro Zanetti (Hg.): Improvisation und Invention. Momente, Modelle, Medien. Zürich u.a.: diaphanes, S. 385–397.
social-semantic-web-2007|Auer, Sören/Bizer, Christian/Müller, Claudia/Zhdanova, Anna V. (Eds.) (2007): The Social Semantic Web 2007. Proceedings of the 1st Conference on Social Semantic Web (CSSW). Lecture Notes in Informatics (LNI), Leipzig.
optimal-timing-pulse-onset-language-mapping-navigated-repetitive-transcranial-magnetic-stimulation|  Kriega, Sandro M./Taraporeb, Phiroz E./Picht, Thomas u.a. (2014):Optimal timing of pulse onset for language mapping with navigated repetitive transcranial magnetic stimulation. In: Neuroimage, Jg. 15, Nr. 100, S. 219–236. 
architektonische-konkretion-als-formproblem-eine-systemtheoretische-perspektive|Dürfeld, Michael (2014): Architektonische Konkretion als Formproblem. Eine systemtheoretische Perspektive. In: Hauser, Susanne/Dreyer, Claus (Hg): Wolkenkuckucksheim – Internationale Zeitschrift für Theorie der Architektur, Jg. 14, H. 1/2009: »Das Konkrete und die Architektur«.
bridging-romers-gap-limb-mechanics-extant-belly-dragging-lizard-inform-debate-tetrapod-locomotion-during-early-carboniferous|J.A. Nyakatura, E. Andrada, S. Curth, M.S. Fischer (2014): Bridging »Romer’s Gap«: Limb mechanics of an extant belly-dragging lizard inform debate on tetrapod locomotion during the Early Carboniferous. In: Evolutionary Biology 41, 2014, S. 175-190.
green-publishing-green-technologies|Seadle, Michael/Metz, Katja (2012): Green Publishing with Green Technologies.In: Library Hi Tech, vol. 30, iss. 3, pp. 381–383.
charge-transfer-absorption-and-emission-znoorganic-interfaces| Piersimoni, Fortunato/Schlesinger, Raphael/Benduhn, Johannes/Donato Spoltore/Reiter, Sina/ Lange, Ilja/ Koch, Norbert/Vandewal, Koen/Neher, Dieter (2015):Charge Transfer Absorption and Emission at ZnO/Organic Interfaces.In: Journal of Physical Chemistry Letters, vol 6, no. 3, pp. 500–504. doi: 10.1021/jz502657z.
historische-dimensionen-des-gebauten-raumes-das-forum-romanum-als-fallbeispiel|Muth, Susanne (2014):Historische Dimensionen des gebauten Raumes: Das Forum Romanum als Fallbeispiel.In: Dally, Ortwin/Hölscher, Tonio/Muth, Susanne/Schneider, Rolf Michael (Hg.): Medien der Geschichte – Antikes Griechenland und Rom. Berlin: De Gruyter, S. 285–329.
wireless-communication-and-information-car-car-sensor-networks-and-location-based-services|Sieck, Jürgen (Hg.) (2010): Wireless Communication and Information: Car to Car, Sensor Networks and Location Based Services.Boizenburg: Hülsbusch Verlag.
grand-paris-metropole-douce-hypotheses-sur-le-paysage-post-kyotopropositions-post-kyoto-metropolis|Geipel, Finn/Andi, Giulia, équipe LIN (2009):Grand Paris Métropole Douce. Hypothèses sur le paysage Post-Kyoto/Propositions for the Post-Kyoto Metropolis.
eine-harpunenspitze-aus-der-mittelsteinzeit|Walter, Katharina (2015): »Eine Harpunenspitze aus der Mittelsteinzeit«. In: Exzellenzcluster Bild Wissen Gestaltung. Ein interdisziplinäres Labor (Hg.): »Das Präparat ist nicht sichtbar etikettiert.« Bildbeschreibungen aus der Veranstaltung Lernen mit Horst Bredekamp. Berlin: BWG, S. 82–86.
early-development-onychopod-cladoceran-bythotrephes-longimanus-crustacea-branchiopoda_2|Alwes, Frederike/Scholtz, Gerhard (2014):The early development of the onychopod cladoceran Bythotrephes longimanus (Crustacea, Branchiopoda). In: Frontiers in Zoology, no. 11, S. 10.
